s1,s2,label,de_pred,gpt_pred
草原で数頭のシマウマが草を食べています。,草原でシマウマが四頭草を食んでいます。,1,1,0
住宅地の手前で女子学生が並んで立っています。,垣根の前には、緑のジャケットを着た大勢の女子生徒の中に赤いジャケットの女子生徒がいます。,1,1,0
1人の人が雪山でスキーをしています。,白銀のゲレンデを、スキーヤーが体を斜めに倒して滑走しています。,1,1,0
ホームには電気機関車と列車が見えます。,駅にて機関車と列車が連結しています。,1,1,0
建物と道路の間にバイクが６台あります。,レンガの建物の前に６台のバイクが停まっている。,1,1,0
レンガの建物の前に６台のバイクが停まっている。,建物と道路の間にバイクが６台あります。,1,1,0
森の中に美しい湖があり、周りには花も咲いています。,緑深い湖のほとりに赤い消火栓がたっています。,1,1,0
銀色のボディーカラーのカップケーキの移動式屋台があります。,銀色のカップケーキの移動販売車の前に二人の人が立っています。,1,1,0
木の前に設置されている、黄色と青の消火栓があります。,木の後ろに設置されている、黄色と青の消火栓があります。,2,2,1
木の前に設置されている、黄色と青の消火栓があります。,木の前に設置されている、赤の消火栓があります。,2,2,1
木の後ろに設置されている、黄色と青の消火栓があります。,木の前に設置されている、黄色と青の消火栓があります。,2,2,1
木の前に設置されている、赤の消火栓があります。,木の前に設置されている、黄色と青の消火栓があります。,2,2,1
金色の時計が建物の近くに立っています。,金色の時計が建物から離れた場所に立っている。,2,2,1
金色の時計が建物の近くに立っています。,白い時計がぽつんと立っている。,2,2,1
赤い時計が建物の近くにたっている。,金色の時計が建物の近くに立っています。,2,2,1
金色の時計が建物から離れた場所に立っている。,金色の時計が建物の近くに立っています。,2,2,1
白い時計がぽつんと立っている。,金色の時計が建物の近くに立っています。,2,2,1
女性がゲーム機のコントローラーを手に持ってテレビゲームをしています。,立っている女性がゲーム機のコントローラーを持ってテレビゲームをしています。,1,1,0
白いバックを持った男性の集団がいます。,赤い傘を差した女性の集団がいます。,2,2,1
男性がラケットを振りかぶっています。,壁のあるテニスコートで、壁際に足を開いた人物がいて、画像中央に青いシャツのテニスプレイヤーがラケットを振った体勢をしています。,1,1,0
男性5人がテーブルの上に置かれているお菓子を食べようとしています。,数人の男性がテーブルでお菓子を手に取っています。,0,0,1
鐘がある塔に大きな時計が取り付けられています。,金色の文字盤に長針と短針のついた時計があります。,1,1,0
赤い椅子に乗った犬がランプを眺めています。,白の犬が赤いチェアーに乗っています。,1,1,0
牧草地に、放牧中の牛がたくさんいます。,牛が数頭、野原で草を食べたりしています。,1,1,2
女の子の前のテーブルの上にケーキが置かれています。,女の子の後ろのテーブルの下にケーキが置かれています。,2,2,1
女の子の後ろのテーブルの上にケーキが置かれています。,女の子の前のテーブルの上にケーキが置かれています。,2,2,1
女の子の後ろのテーブルの下にケーキが置かれています。,女の子の前のテーブルの上にケーキが置かれています。,2,2,0
黒い壁の部屋には洗面台とヒーターが置いてあります。,白い壁の部屋には洗面台とヒーターが置いてあります。,2,2,1
トイレの便座の上にトカゲが1匹います。,洋式便器の便座の上に小さなトカゲがいます。,1,1,0
緑色の建物の横の歩道脇に信号が設置されています。,建物のそばには信号が設置されてます。,0,0,1
建物のそばには信号が設置されてます。,緑色の建物の横の歩道脇に信号が設置されています。,1,1,0
草を食べるシマウマの手前にダチョウがいます。,ダチョウとシマウマが首を交差させて地面の草を食べています。,1,1,0
道路の上に信号機がワイヤーで吊り下げられています。,縦型の信号機が吊り下げられています。,1,1,0
縦型の信号機が吊り下げられています。,道路の上に信号機がワイヤーで吊り下げられています。,1,1,2
キッチンで二人の料理人が立っています。,廊下で二人の料理人が立っています。,2,2,0
キッチンで二人の料理人が立っています。,キッチンで一人の料理人が立っています。,2,2,1
キッチンの台にシルバーのトースターがあります。,キッチンの台にシルバーの冷蔵庫があります。,2,2,1
キッチンの台にシルバーの冷蔵庫があります。,キッチンの台にシルバーのトースターがあります。,2,2,0
ショーウインドウの中に様々な陶磁器があります。,いろんな陶器がウィンドウディスプレイされています。,0,0,1
広大な草原に４頭のキリンが立っています。,草むらの中に四頭のキリンがたっています。,0,0,1
ユニホームを着た男性がグラウンドでボールを手に持っています。,グラウンドで２人の男性がボールを投げています。,1,1,0
スーツ姿の男性がスキー板をつけて立っている。,スーツ姿の男性がスキー板を履いて雪の上に立っています。,1,1,0
イラストの描かれた航空機が空を飛行しています。,尾翼に女性がデザインされた飛行機が飛んでいます。,1,1,0
尾翼に女性がデザインされた飛行機が飛んでいます。,イラストの描かれた航空機が空を飛行しています。,0,0,1
草の上で男の子が持ったフリスビーを、赤ちゃんがつかんでいます。,男の子と赤ちゃんが緑色の半透明のフリスビーを持って草むらに座っています。,1,1,2
ネコが走り回っている。,洗面台の中にネコが丸くなっています。,2,2,1
ブロッコリーの乗ったピザが焼けています。,ところどころチーズが焦げたピザがあります。,1,1,0
バスの車体にバスケットボールのゴールが設置されています。,2階建てバスにバスケットゴールが設置されていて、子供たちがバスケットボールをしています。,1,1,0
皿の上にピザが１枚盛りつけられている。,ピザがテーブルの上に置かれています。,1,1,0
ピザがテーブルの上に置かれています。,皿の上にピザが１枚盛りつけられている。,1,1,2
部屋に花柄のベッドシーツが置かれている。,部屋に水玉のベッドシーツが置かれている。,2,2,1
花柄のベッドシーツがは捨てた。,部屋に花柄のベッドシーツが置かれている。,2,2,1
キッチンの下の扉を開けて工事をしています。,白い戸棚がたくさんあるキッチンです。,1,1,0
空いた電車のなかには一人だけ乗客が見えます。,電車の中に一人で女性が座っています。,1,1,0
電車の中に一人で女性が座っています。,空いた電車のなかには一人だけ乗客が見えます。,1,1,0
ラケットを持ち白いバンダナを頭に巻いた男性です。,テニスラケットを持った男性は、頭にハチマキを巻いています。,1,1,0
ハチマキをした男の人がラケットを持っています。,テニスラケットを持った男性は、頭にハチマキを巻いています。,1,1,0
パソコンを見てる少女の髪を女性がクシでとかしています。,パソコンを見ている女の子の髪を女性がクシで解いています。,0,0,1
ビーチにて泳いでいる人、カヌーで商品を並べて営業している人がいます。,緑のボートに様々なものが積まれています。,1,1,0
スーツを着た男性が帽子をかぶっています。,紺色のスーツ姿の男性が、茶色のロシア帽を被っています。,1,1,0
紺色のスーツ姿の男性が、茶色のロシア帽を被っています。,スーツを着た男性が帽子をかぶっています。,0,0,1
繁華街の一角をトラックが通っています。,ビルが立ち並ぶ交差点をトラックが横断しています。,1,1,0
橋桁の上をモノレールが通行しています。,２両のモノレールが橋の上のレールを走っています。,1,1,0
海沿いの道を一人の人が、自転車に乗って走っています。,川沿いの道を一人の人が、自転車に乗って走っています。,2,2,0
川沿いの道を一人の人が、自転車に乗って走っています。,海沿いの道を一人の人が、自転車に乗って走っています。,2,2,1
海沿いの道を一人の人が、走っています。,海沿いの道を一人の人が、自転車に乗って走っています。,2,2,0
道路脇の水たまりに鳥が複数羽います。,道路わきの水たまりに、何匹ものハトがいます。,1,1,0
岩肌を歩く一頭の黒い体の大きなクマです。,岩の上を一頭の黒いくまが歩いています。,0,0,1
ネットの向こうに飛行機が三機飛んでいるのが見えます。,ネットの向こうに飛行機がニ機飛んでいるのが見えます。,2,2,1
ネットの向こうに飛行機が三機飛んでいるのが見えます。,ネットの手前で飛行機が三機飛んでいるのが見えます。,2,2,1
ネットの向こうに飛行機がニ機飛んでいるのが見えます。,ネットの向こうに飛行機が三機飛んでいるのが見えます。,2,2,0
ネットの手前で飛行機が三機飛んでいるのが見えます。,ネットの向こうに飛行機が三機飛んでいるのが見えます。,2,2,1
お皿の上に小さく切られたサンドイッチが乗せられています。,色とりどりのサンドウィッチがお皿に乗せられています。,1,1,0
色とりどりのサンドウィッチがお皿に乗せられています。,お皿の上に小さく切られたサンドイッチが乗せられています。,1,1,2
男性が階段の手すりをスケートボードで滑っています。,男性がスケートボードでジャンプしています。,1,1,0
ヘルメットをかぶった子供が野球のバットを持っています。,帽子をかぶった子供がバットを持っている。,2,2,1
ヘルメットをかぶった子供が野球のバットを持っています。,ヘルメットをしている子供がボールをけっている。,2,2,1
帽子をかぶった子供がバットを持っている。,ヘルメットをかぶった子供が野球のバットを持っています。,2,2,1
黒い柵と鉢植えのサボテンの向こうに道路脇に建っている建物が見えます。,どこかの外国の青い空、山々、何かのお店、植えられたサボテンを写した写真になります。,1,1,0
野球場で2人の選手が右手を触れ合っています。,野球の選手が、ハイタッチをしています。,1,1,2
海で水上スキーを履いてロープに掴まっている男性がいます。,海で水上スキーを履いてロープに掴まっている船があります。,2,2,1
海で水上スキーを履いてロープに掴まっている男性がいます。,海で水上スキーを履いてロープに掴まっている男性がいません。,2,2,1
海で水上スキーを履いてロープに掴まっている船があります。,海で水上スキーを履いてロープに掴まっている男性がいます。,2,2,1
海で水上スキーを履いてロープに掴まっている男性がいません。,海で水上スキーを履いてロープに掴まっている男性がいます。,2,2,0
柵に囲まれた動物園に四頭のキリンがいます。,寝そべったキリンが二頭と、立っているキリンが二頭います。,1,1,0
レンガで出来た建物の窓がレンガでふさがれてる。,赤い煉瓦造りの建物が立っています。,1,1,0
シャツ、ジャケット、ネクタイとズボンが並べて置かれています。,シャツ・ネクタイ・ジャケット・ズボンが置かれています。,0,0,1
テーブルの上に果物や軽食が置かれています。,テーブルの上に、フルーツやバゲットが盛られています。,1,1,0
テーブルの上に、フルーツやバゲットが盛られています。,テーブルの上に果物や軽食が置かれています。,0,0,1
住宅の庭の近くに消防用の水栓があります。,道端に赤い消火栓が設置されています。,1,1,0
海で男性がサーフィンをしています。,黒のウェアを着た男性がサーフィンをしています。,1,1,0
黒のウェアを着た男性がサーフィンをしています。,海で男性がサーフィンをしています。,0,0,1
道端の建物の壁には黒いインクで落書きが描かれています。,道路標識の後ろの壁に落書きがされています。,1,1,0
男性と女性が並んで立っています。,白いファーマフラーを巻いた女性の横に男性が立っています。,1,1,0
長い列車が前方から走ってきます。,線路が何本も並行しているうちの1本に列車が走っています。,1,1,0
街角の看板の前に乗り物にのった男性がいます。,看板の前には誰もいない。,2,2,1
看板の前には誰もいない。,街角の看板の前に乗り物にのった男性がいます。,2,2,1
キリンたちが木の下で、首を絡めあっています。,木々の中で、２頭のキリンが首を絡め合っています。,1,1,0
水辺に文字盤が白い時計が設置されています。,水辺に三角形の形をした時計台があります。,1,1,2
クルーザーの浮かぶ湖で、サギが大きく翼を広げ、飛んでいます。,クルーザーの浮かぶ海で、ウミネコが大きく翼を広げ、飛んでいます。,2,2,1
大型タンカーの浮かぶ海で、カモメが大きく翼を広げ、飛んでいます。,クルーザーの浮かぶ湖で、サギが大きく翼を広げ、飛んでいます。,2,2,1
豪華客船の浮かぶ海で、カモメが大きく翼を広げ、飛んでいます。,クルーザーの浮かぶ湖で、サギが大きく翼を広げ、飛んでいます。,2,2,0
首の長いキリンが、首をお尻の方に曲げています。,一頭のキリンが長い首を曲げています。,0,0,1
街を見下ろせる場所に看板が立っています。,町並みを臨む道にピンクの看板が立っています。,1,1,0
男の子はバイクにまたがっています。,大きなバイクに少年が乗っています。,1,1,0
テニスコートで男性がボールを打ち返そうとしています。,男性がテニスボールを打ち返そうとしています。,0,0,1
夜にパラソルを広げて人々が集まっています。,電飾された敷地で傘のしたに人々がいます。,1,1,2
草の茂みの中に灰色の象が隠れています。,草の茂みの中に白色の象が隠れています。,2,2,1
海外の交差点に車が1台もない。,海外の交差点にバスが停車しています。,2,2,1
海外の交差点をバスが通り過ぎた。,海外の交差点にバスが停車しています。,2,2,1
フェンスの近くに黒い牛が放牧されている。,草原に牛の群れが立ち止まっています。,1,1,0
濃い色のスーツを着た男性2人が握手をしている後ろで、3人の男性が握手をしているのを見ています。,スーツを着た男性が握手をしています。,0,0,1
スーツを着た男性が握手をしています。,濃い色のスーツを着た男性2人が握手をしている後ろで、3人の男性が握手をしているのを見ています。,1,1,0
食べ物を前にして手にフォークとナイフを持った人物が正面を向いています。,女性は両手にナイフとフォークを持っています。,1,1,2
建物のそばには駐車禁止の看板が立っています。,建物のそばにパーキングメーターがあります。,2,2,1
建物のそばにパーキングメーターがあります。,建物のそばには駐車禁止の看板が立っています。,2,2,0
車の上に動物の飾りをたくさん付けています。,動物のぬいぐるみで飾られたた車があります。,1,1,0
男性が波を切りながらサーフィンをしています。,サーファーが波の中を滑っています。,0,0,1
青空の中を大きな飛行機が飛んでいきます。,青空の中を気球が飛んでいきます。,2,2,1
青空の中を大きな飛行機が飛んでいきます。,雲の中を大きな飛行機が飛んでいきます。,2,2,1
青空の中を気球が飛んでいきます。,青空の中を大きな飛行機が飛んでいきます。,2,2,1
青空の中を鳥が飛んでいきます。,青空の中を大きな飛行機が飛んでいきます。,2,2,1
道のカーブをバイクが斜めに倒れて走っています。,ロードレースのバイクがカーブを曲がっているところです。,1,1,2
羊が草を食べている。,角が生えた白い牛が横を向いています。,2,2,1
砂浜の上で青いフリスビーを投げている人がいます。,右手を高く上げた人の横に、フリスビーが飛んでいます。,1,1,0
芝生の上に座り、女性が携帯電話で話しています。,芝生の上で、女性が座り携帯で電話をしています。,0,0,1
男性が屋外でカラフルな凧をあげています。,水辺の草原で男性が凧揚げをしています。,1,1,0
水辺の草原で男性が凧揚げをしています。,男性が屋外でカラフルな凧をあげています。,1,1,0
芝生の上に停止の道路標識看板が立っています。,芝生に止まれの交通標識が有ります。,0,0,1
ハーフパイプでスノーボードをすべっている人がいます。,スノーボードのハーフパイプにて、スノーボーダーがジャンプを決めています。,1,1,0
スノーボードのハーフパイプにて、スノーボーダーがジャンプを決めています。,ハーフパイプでスノーボードをすべっている人がいます。,0,0,1
建物が何もない草原にシマウマが６頭います。,雲が立ちこめる広い草原に複数のシマウマがいます。,1,1,0
車の近くを、１頭の馬が歩いています。,乗用車の手前に、手綱の付いた馬がいます。,1,1,0
乗用車の手前に、手綱の付いた馬がいます。,車の近くを、１頭の馬が歩いています。,1,1,0
スノーボーダーたちがベンチに座って休憩しています。,スケートボードを足元に置いている人たちが座っています。,1,1,0
スケートボードを足元に置いている人たちが座っています。,スノーボーダーたちがベンチに座って休憩しています。,1,1,2
テニスラケットを持った男性が1人います。,練習中の男子テニスプレーヤーがいます。,1,1,0
ベットとソファーのある室内にパソコンを見ている二人の人間がいます。,ベッドとソファの上で2人の人がノートパソコンを操作しています。,1,1,0
雪の上にたくさんの人がスキーを持って集まっています。,雪の上でスキー板を手にした人たちがいます。,0,0,1
観葉植物の茂みのそばの花瓶に青の造花が2本活けてあります。,観葉植物の茂みのそばの花瓶に紫の造花が2本活けてあります。,2,2,1
お皿にパンやポテトなどが盛りつけられています。,サンドイッチやフライドポテトののった皿が置かれています。,1,1,0
部屋には暖炉が設置され窓から夜景が見えます。,暖炉の有る室内にソファーと机が置いて有ります。,1,1,2
室内で川が見えるのはキッチンのみである。,室内のリビングは川が見えるように造られています。,2,2,1
物が置かれたテーブルのそばで男性がプレートを両手で持っています。,男性が容器に入ったクリームを持っています。,1,1,0
砂浜でたくさんの人が過ごしています。,小山を見渡す海辺の砂浜にパラソルとたくさんの人がいます。,1,1,0
チェックのテーブルクロスの上にピザと野菜などが置かれています。,チェックのテーブルクロスの上に何もない。,2,2,1
蒸気機関車が駅のホームにとまっています。,駅に機関車が停車しています。,0,0,1
乗馬しているところを、みんなで見ています。,柵の回りに人々が集い、柵の中の馬と人を見ています。,1,1,2
お皿にアイスクリームがありません。,お皿にアイスクリームが乗っています。,2,2,1
タンクローリーが道路で止まっています。,タンクローリーが道路の脇に２台止まっています。,1,1,0
テーブルでパソコンを操作している人たちがいます。,部屋の中の長いテーブルにリンゴマークのノートパソコンが複数並んでいて、仕事をしている人がいます。,1,1,0
青空の下、都市名を表す緑色の標識が立っています。,青い大空をバックにして、緑色の宣伝の看板があがっています。,1,1,0
囲いの中に二頭のシマウマが並んで立っています。,柵の向こうで二頭のシマウマたちがこちらを見ています。,1,1,0
テニスコートに白い服を着た人たちが集まっています。,テニスコート脇のベンチの周りに白い服を着た人たちが集まっています。,1,1,0
軍用の飛行機が６機空を飛んでいます。,空中で飛行機が編隊を組んで飛んでいます。,1,1,2
草原をシマウマの達が走っています。,草原にシマウマたちが止まっています。,2,2,1
道路をシマウマが歩いています。,草原をシマウマの達が走っています。,2,2,1
右手にラケットを握り、テニスをしている女性がいます。,テニスラケットをボールに向けています。,1,1,0
広場にプロペラ飛行機のオブジェが飾られています。,大きなプロペラ機のオブジェがあります。,1,1,0
